,Date(UTC),total_eth_supply,total_block_uncle_reward,total_block_count,total_uncle_count,BurntFees
1343,4/3/2019,105511209.03125,13551.9375,6336,527,0.0
1344,4/4/2019,105524940.21875,13731.1875,6406,559,0.0
1345,4/5/2019,105538580.78125,13640.5625,6427,473,0.0
1346,4/6/2019,105552189.59375,13608.8125,6452,421,0.0
1347,4/7/2019,105565866.28125,13676.6875,6476,431,0.0
1348,4/8/2019,105579585.03125,13718.75,6441,496,0.0
1349,4/9/2019,105593217.78125,13632.75,6430,464,0.0
1350,4/10/2019,105606948.84375,13731.0625,6455,493,0.0
1351,4/11/2019,105620514.34375,13565.5,6384,476,0.0
1352,4/12/2019,105634100.34375,13586.0,6420,448,0.0
1353,4/13/2019,105647800.03125,13699.6875,6483,439,0.0
1354,4/14/2019,105661437.59375,13637.5625,6422,469,0.0
1355,4/15/2019,105675146.78125,13709.1875,6443,491,0.0
1356,4/16/2019,105688806.09375,13659.3125,6408,505,0.0
1357,4/17/2019,105702380.03125,13573.9375,6381,483,0.0
1358,4/18/2019,105715977.96875,13597.9375,6406,471,0.0
1359,4/19/2019,105729678.28125,13700.3125,6449,477,0.0
1360,4/20/2019,105743290.84375,13612.5625,6370,521,0.0
1361,4/21/2019,105757012.71875,13721.875,6462,470,0.0
1362,4/22/2019,105770665.78125,13653.0625,6429,473,0.0
1363,4/23/2019,105784205.65625,13539.875,6296,562,0.0
1364,4/24/2019,105797806.90625,13601.25,6392,488,0.0
1365,4/25/2019,105811491.28125,13684.375,6466,446,0.0
1366,4/26/2019,105825247.96875,13756.6875,6453,507,0.0
1367,4/27/2019,105838937.09375,13689.125,6476,438,0.0
1368,4/28/2019,105852536.65625,13599.5625,6389,489,0.0
1369,4/29/2019,105866217.78125,13681.125,6452,462,0.0
1370,4/30/2019,105879866.53125,13648.75,6412,488,0.0
1371,5/1/2019,105893555.65625,13689.125,6465,454,0.0
1372,5/2/2019,105907200.21875,13644.5625,6442,453,0.0
1373,5/3/2019,105920682.65625,13482.4375,6341,479,0.0
1374,5/4/2019,105934511.90625,13829.25,6530,456,0.0
1375,5/5/2019,105948147.28125,13635.375,6386,510,0.0
1376,5/6/2019,105961715.09375,13567.8125,6359,505,0.0
1377,5/7/2019,105975336.65625,13621.5625,6395,501,0.0
1378,5/8/2019,105988911.53125,13574.875,6336,534,0.0
1379,5/9/2019,106002521.90625,13610.375,6364,530,0.0
1380,5/10/2019,106016250.96875,13729.0625,6439,505,0.0
1381,5/11/2019,106029843.84375,13592.875,6396,474,0.0
1382,5/12/2019,106043532.65625,13688.8125,6441,477,0.0
1383,5/13/2019,106057087.09375,13554.4375,6360,491,0.0
1384,5/14/2019,106070806.40625,13719.3125,6470,461,0.0
1385,5/15/2019,106084549.09375,13742.6875,6470,475,0.0
1386,5/16/2019,106098127.15625,13578.0625,6342,533,0.0
1387,5/17/2019,106111911.21875,13784.0625,6439,541,0.0
1388,5/18/2019,106125482.34375,13571.125,6402,458,0.0
1389,5/19/2019,106139072.15625,13589.8125,6386,485,0.0
1390,5/20/2019,106152576.40625,13504.25,6349,480,0.0
1391,5/21/2019,106166091.59375,13515.1875,6339,503,0.0
1392,5/22/2019,106179751.65625,13660.0625,6401,505,0.0
1393,5/23/2019,106193286.96875,13535.3125,6329,513,0.0
1394,5/24/2019,106206886.65625,13599.6875,6392,483,0.0
1395,5/25/2019,106220655.03125,13768.375,6526,426,0.0
1396,5/26/2019,106234307.59375,13652.5625,6428,477,0.0
1397,5/27/2019,106247892.03125,13584.4375,6393,479,0.0
1398,5/28/2019,106261401.59375,13509.5625,6342,497,0.0
1399,5/29/2019,106275244.15625,13842.5625,6536,457,0.0
1400,5/30/2019,106288637.65625,13393.5,6301,468,0.0
1401,5/31/2019,106302389.96875,13752.3125,6476,477,0.0
1402,6/1/2019,106316023.84375,13633.875,6366,546,0.0
1403,6/2/2019,106329557.09375,13533.25,6386,460,0.0
1404,6/3/2019,106343055.78125,13498.6875,6322,511,0.0
1405,6/4/2019,106356626.15625,13570.375,6401,458,0.0
1406,6/5/2019,106370290.40625,13664.25,6398,524,0.0
1407,6/6/2019,106383990.34375,13699.9375,6452,475,0.0
1408,6/7/2019,106397503.71875,13513.375,6345,490,0.0
1409,6/8/2019,106410985.03125,13481.3125,6337,485,0.0
1410,6/9/2019,106424480.09375,13495.0625,6368,449,0.0
1411,6/10/2019,106438236.28125,13756.1875,6447,519,0.0
1412,6/11/2019,106451794.28125,13558.0,6392,464,0.0
1413,6/12/2019,106465368.03125,13573.75,6372,492,0.0
1414,6/13/2019,106478938.21875,13570.1875,6417,443,0.0
1415,6/14/2019,106492561.84375,13623.625,6410,478,0.0
1416,6/15/2019,106506159.71875,13597.875,6368,514,0.0
1417,6/16/2019,106519853.96875,13694.25,6436,492,0.0
1418,6/17/2019,106533493.09375,13639.125,6380,522,0.0
1419,6/18/2019,106546967.09375,13474.0,6369,444,0.0
1420,6/19/2019,106560533.34375,13566.25,6397,464,0.0
1421,6/20/2019,106574162.84375,13629.5,6397,500,0.0
1422,6/21/2019,106587630.59375,13467.75,6332,480,0.0
1423,6/22/2019,106601333.09375,13702.5,6457,464,0.0
1424,6/23/2019,106614991.71875,13658.625,6400,514,0.0
1425,6/24/2019,106628673.40625,13681.6875,6436,483,0.0
1426,6/25/2019,106642314.15625,13640.75,6422,476,0.0
1427,6/26/2019,106655982.96875,13668.8125,6421,493,0.0
1428,6/27/2019,106669575.46875,13592.5,6386,492,0.0
1429,6/28/2019,106683215.15625,13639.6875,6395,507,0.0
1430,6/29/2019,106696846.53125,13631.375,6433,458,0.0
1431,6/30/2019,106710481.59375,13635.0625,6426,465,0.0
1432,7/1/2019,106724094.46875,13612.875,6434,450,0.0
1433,7/2/2019,106737733.46875,13639.0,6407,488,0.0
1434,7/3/2019,106751281.46875,13548.0,6397,452,0.0
1435,7/4/2019,106764912.03125,13630.5625,6411,481,0.0
1436,7/5/2019,106778439.90625,13527.875,6379,458,0.0
1437,7/6/2019,106792224.28125,13784.375,6483,490,0.0
1438,7/7/2019,106805916.34375,13692.0625,6482,429,0.0
1439,7/8/2019,106819578.15625,13661.8125,6419,489,0.0
1440,7/9/2019,106833250.78125,13672.625,6453,454,0.0
1441,7/10/2019,106846865.90625,13615.125,6398,490,0.0
1442,7/11/2019,106860551.03125,13685.125,6436,490,0.0
1443,7/12/2019,106874045.65625,13494.625,6339,490,0.0
1444,7/13/2019,106887697.09375,13651.4375,6438,463,0.0
1445,7/14/2019,106901478.28125,13781.1875,6525,435,0.0
1446,7/15/2019,106914980.53125,13502.25,6346,480,0.0
1447,7/16/2019,106928526.15625,13545.625,6318,550,0.0
1448,7/17/2019,106942174.21875,13648.0625,6381,529,0.0
1449,7/18/2019,106955878.96875,13704.75,6478,444,0.0
1450,7/19/2019,106969363.15625,13484.1875,6364,455,0.0
1451,7/20/2019,106983069.53125,13706.375,6504,418,0.0
1452,7/21/2019,106996556.03125,13486.5,6403,400,0.0
1453,7/22/2019,107010224.28125,13668.25,6481,420,0.0
1454,7/23/2019,107023889.34375,13665.0625,6477,421,0.0
1455,7/24/2019,107037553.03125,13663.6875,6436,471,0.0
1456,7/25/2019,107051113.84375,13560.8125,6358,501,0.0
1457,7/26/2019,107064784.40625,13670.5625,6451,457,0.0
1458,7/27/2019,107078465.46875,13681.0625,6477,429,0.0
1459,7/28/2019,107092030.03125,13564.5625,6458,385,0.0
1460,7/29/2019,107105519.65625,13489.625,6379,430,0.0
1461,7/30/2019,107119263.84375,13744.1875,6502,435,0.0
1462,7/31/2019,107132786.40625,13522.5625,6405,421,0.0
1463,8/1/2019,107146318.28125,13531.875,6343,502,0.0
1464,8/2/2019,107160095.46875,13777.1875,6511,447,0.0
1465,8/3/2019,107173770.53125,13675.0625,6472,437,0.0
1466,8/4/2019,107187368.34375,13597.8125,6435,429,0.0
1467,8/5/2019,107201016.90625,13648.5625,6445,449,0.0
1468,8/6/2019,107214619.40625,13602.5,6450,416,0.0
1469,8/7/2019,107228309.71875,13690.3125,6482,429,0.0
1470,8/8/2019,107241830.65625,13520.9375,6384,447,0.0
1471,8/9/2019,107255370.78125,13540.125,6420,414,0.0
1472,8/10/2019,107269101.59375,13730.8125,6496,437,0.0
1473,8/11/2019,107282635.28125,13533.6875,6423,407,0.0
1474,8/12/2019,107296314.40625,13679.125,6484,418,0.0
1475,8/13/2019,107309878.34375,13563.9375,6427,419,0.0
1476,8/14/2019,107323556.78125,13678.4375,6459,447,0.0
1477,8/15/2019,107337063.96875,13507.1875,6413,407,0.0
1478,8/16/2019,107350735.53125,13671.5625,6449,457,0.0
1479,8/17/2019,107364381.15625,13645.625,6480,402,0.0
1480,8/18/2019,107377939.65625,13558.5,6437,404,0.0
1481,8/19/2019,107391420.71875,13481.0625,6374,441,0.0
1482,8/20/2019,107405043.46875,13622.75,6432,448,0.0
1483,8/21/2019,107418673.90625,13630.4375,6449,435,0.0
1484,8/22/2019,107432131.65625,13457.75,6400,388,0.0
1485,8/23/2019,107445847.09375,13715.4375,6468,467,0.0
1486,8/24/2019,107459136.78125,13289.6875,6315,391,0.0
1487,8/25/2019,107472948.46875,13811.6875,6572,403,0.0
1488,8/26/2019,107486444.71875,13496.25,6363,448,0.0
1489,8/27/2019,107499984.90625,13540.1875,6415,419,0.0
1490,8/28/2019,107513603.03125,13618.125,6410,470,0.0
1491,8/29/2019,107527356.46875,13753.4375,6493,451,0.0
1492,8/30/2019,107540979.09375,13622.625,6414,470,0.0
1493,8/31/2019,107554559.84375,13580.75,6420,440,0.0
1494,9/1/2019,107568123.46875,13563.625,6402,450,0.0
1495,9/2/2019,107581753.65625,13630.1875,6432,447,0.0
1496,9/3/2019,107595237.34375,13483.6875,6401,403,0.0
1497,9/4/2019,107608701.65625,13464.3125,6392,401,0.0
1498,9/5/2019,107622333.46875,13631.8125,6449,433,0.0
1499,9/6/2019,107635895.21875,13561.75,6383,472,0.0
1500,9/7/2019,107649496.78125,13601.5625,6428,441,0.0
1501,9/8/2019,107663014.40625,13517.625,6402,426,0.0
1502,9/9/2019,107676536.09375,13521.6875,6434,387,0.0
1503,9/10/2019,107690032.65625,13496.5625,6388,429,0.0
1504,9/11/2019,107703579.96875,13547.3125,6437,401,0.0
1505,9/12/2019,107717220.34375,13640.375,6436,450,0.0
1506,9/13/2019,107730592.34375,13372.0,6313,444,0.0
1507,9/14/2019,107744216.09375,13623.75,6440,444,0.0
1508,9/15/2019,107757738.71875,13522.625,6377,458,0.0
1509,9/16/2019,107771461.03125,13722.3125,6455,477,0.0
1510,9/17/2019,107785022.15625,13561.125,6429,418,0.0
1511,9/18/2019,107798718.53125,13696.375,6477,438,0.0
1512,9/19/2019,107812131.59375,13413.0625,6327,457,0.0
1513,9/20/2019,107825791.09375,13659.5,6451,448,0.0
1514,9/21/2019,107839358.09375,13567.0,6392,464,0.0
1515,9/22/2019,107852824.34375,13466.25,6391,404,0.0
1516,9/23/2019,107866496.46875,13672.125,6448,462,0.0
1517,9/24/2019,107879822.59375,13326.125,6276,454,0.0
1518,9/25/2019,107893419.46875,13596.875,6384,490,0.0
1519,9/26/2019,107906899.78125,13480.3125,6403,405,0.0
1520,9/27/2019,107920298.90625,13399.125,6337,434,0.0
1521,9/28/2019,107933829.59375,13530.6875,6438,391,0.0
1522,9/29/2019,107947405.28125,13575.6875,6418,435,0.0
1523,9/30/2019,107960850.84375,13445.5625,6384,401,0.0
1524,10/1/2019,107974421.90625,13571.0625,6426,421,0.0
1525,10/2/2019,107987789.78125,13367.875,6337,402,0.0
1526,10/3/2019,108001278.15625,13488.375,6400,402,0.0
1527,10/4/2019,108014804.71875,13526.5625,6440,377,0.0
1528,10/5/2019,108028353.09375,13548.375,6441,390,0.0
1529,10/6/2019,108041933.03125,13579.9375,6449,399,0.0
1530,10/7/2019,108055328.46875,13395.4375,6364,391,0.0
1531,10/8/2019,108068692.71875,13364.25,6352,384,0.0
1532,10/9/2019,108082116.53125,13423.8125,6362,409,0.0
1533,10/10/2019,108095485.71875,13369.1875,6344,403,0.0
1534,10/11/2019,108108909.65625,13423.9375,6359,411,0.0
1535,10/12/2019,108122223.09375,13313.4375,6329,383,0.0
1536,10/13/2019,108135653.21875,13430.125,6374,398,0.0
1537,10/14/2019,108149065.34375,13412.125,6387,374,0.0
1538,10/15/2019,108162656.09375,13590.75,6431,424,0.0
1539,10/16/2019,108175993.59375,13337.5,6332,392,0.0
1540,10/17/2019,108189296.90625,13303.3125,6300,413,0.0
1541,10/18/2019,108202606.71875,13309.8125,6328,385,0.0
1542,10/19/2019,108215941.78125,13335.0625,6354,365,0.0
1543,10/20/2019,108229319.90625,13378.125,6367,374,0.0
1544,10/21/2019,108242518.59375,13198.6875,6293,355,0.0
1545,10/22/2019,108255965.09375,13446.5,6412,364,0.0
1546,10/23/2019,108269385.46875,13420.375,6384,382,0.0
1547,10/24/2019,108282586.71875,13201.25,6264,396,0.0
1548,10/25/2019,108295510.46875,12923.75,6127,396,0.0
1549,10/26/2019,108308702.15625,13191.6875,6267,387,0.0
1550,10/27/2019,108321630.96875,12928.8125,6174,345,0.0
1551,10/28/2019,108334778.53125,13147.5625,6242,389,0.0
1552,10/29/2019,108347878.78125,13100.25,6211,400,0.0
1553,10/30/2019,108361062.78125,13184.0,6234,420,0.0
1554,10/31/2019,108374180.40625,13117.625,6216,402,0.0
1555,11/1/2019,108387414.84375,13234.4375,6279,399,0.0
1556,11/2/2019,108400447.71875,13032.875,6166,410,0.0
1557,11/3/2019,108413611.15625,13163.4375,6270,363,0.0
1558,11/4/2019,108426650.78125,13039.625,6196,386,0.0
1559,11/5/2019,108439779.28125,13128.5,6227,396,0.0
1560,11/6/2019,108452865.78125,13086.5,6203,400,0.0
1561,11/7/2019,108465897.15625,13031.375,6167,410,0.0
1562,11/8/2019,108478951.59375,13054.4375,6189,399,0.0
1563,11/9/2019,108491833.21875,12881.625,6137,358,0.0
1564,11/10/2019,108504461.15625,12627.9375,6001,367,0.0
1565,11/11/2019,108517095.90625,12634.75,5984,388,0.0
1566,11/12/2019,108529802.40625,12706.5,6022,388,0.0
1567,11/13/2019,108542477.21875,12674.8125,6013,381,0.0
1568,11/14/2019,108555125.34375,12648.125,6030,346,0.0
1569,11/15/2019,108567735.78125,12610.4375,5986,375,0.0
1570,11/16/2019,108580352.03125,12616.25,6014,348,0.0
1571,11/17/2019,108593048.21875,12696.1875,6023,383,0.0
1572,11/18/2019,108605634.09375,12585.875,5981,366,0.0
1573,11/19/2019,108618085.90625,12451.8125,5896,389,0.0
1574,11/20/2019,108630714.53125,12628.625,5990,378,0.0
1575,11/21/2019,108643484.78125,12770.25,6070,372,0.0
1576,11/22/2019,108656023.09375,12538.3125,5963,357,0.0
1577,11/23/2019,108668704.59375,12681.5,6054,336,0.0
1578,11/24/2019,108681328.71875,12624.125,6013,350,0.0
1579,11/25/2019,108693755.21875,12426.5,5901,364,0.0
1580,11/26/2019,108705569.78125,11814.5625,5663,285,0.0
1581,11/27/2019,108717453.59375,11883.8125,5656,333,0.0
1582,11/28/2019,108729230.28125,11776.6875,5626,307,0.0
1583,11/29/2019,108740986.59375,11756.3125,5617,305,0.0
1584,11/30/2019,108752925.09375,11938.5,5702,316,0.0
1585,12/1/2019,108764610.34375,11685.25,5608,276,0.0
1586,12/2/2019,108776492.96875,11882.625,5668,318,0.0
1587,12/3/2019,108788346.96875,11854.0,5634,344,0.0
1588,12/4/2019,108800066.59375,11719.625,5572,338,0.0
1589,12/5/2019,108811855.28125,11788.6875,5623,319,0.0
1590,12/6/2019,108823634.65625,11779.375,5606,330,0.0
1591,12/7/2019,108835468.40625,11833.75,5661,296,0.0
1592,12/8/2019,108847158.84375,11690.4375,5627,259,0.0
1593,12/9/2019,108858961.78125,11802.9375,5647,303,0.0
1594,12/10/2019,108870925.78125,11964.0,5696,332,0.0
1595,12/11/2019,108882603.71875,11677.9375,5580,303,0.0
1596,12/12/2019,108894521.21875,11917.5,5706,296,0.0
1597,12/13/2019,108905946.03125,11424.8125,5473,277,0.0
1598,12/14/2019,108916561.65625,10615.625,5131,206,0.0
1599,12/15/2019,108927241.21875,10679.5625,5127,249,0.0
1600,12/16/2019,108937835.09375,10593.875,5096,234,0.0
1601,12/17/2019,108948352.28125,10517.1875,5050,247,0.0
1602,12/18/2019,108958767.78125,10415.5,4989,256,0.0
1603,12/19/2019,108969181.09375,10413.3125,5015,225,0.0
1604,12/20/2019,108979525.59375,10344.5,4989,212,0.0
1605,12/21/2019,108990041.34375,10515.75,5078,212,0.0
1606,12/22/2019,109000380.46875,10339.125,4993,206,0.0
1607,12/23/2019,109010728.46875,10348.0,4998,204,0.0
1608,12/24/2019,109021214.09375,10485.625,5074,198,0.0
1609,12/25/2019,109031543.21875,10329.125,4988,206,0.0
1610,12/26/2019,109041903.84375,10360.625,4995,214,0.0
1611,12/27/2019,109052329.84375,10426.0,5024,220,0.0
1612,12/28/2019,109062823.71875,10493.875,5071,206,0.0
1613,12/29/2019,109073225.28125,10401.5625,5035,193,0.0
1614,12/30/2019,109083649.34375,10424.0625,5015,229,0.0
1615,12/31/2019,109094019.21875,10369.875,4987,234,0.0
1616,1/1/2020,109104323.84375,10304.625,4980,206,0.0
1617,1/2/2020,109116179.53125,11855.6875,5679,291,0.0
1618,1/3/2020,109129833.21875,13653.6875,6522,359,0.0
1619,1/4/2020,109143557.71875,13724.5,6570,340,0.0
1620,1/5/2020,109157083.71875,13526.0,6488,320,0.0
1621,1/6/2020,109170879.84375,13796.125,6586,366,0.0
1622,1/7/2020,109184496.46875,13616.625,6533,322,0.0
1623,1/8/2020,109198104.65625,13608.1875,6495,359,0.0
1624,1/9/2020,109211718.46875,13613.8125,6530,321,0.0
1625,1/10/2020,109225395.65625,13677.1875,6551,335,0.0
1626,1/11/2020,109239039.59375,13643.9375,6528,343,0.0
1627,1/12/2020,109252691.59375,13652.0,6515,364,0.0
1628,1/13/2020,109266319.71875,13628.125,6540,322,0.0
1629,1/14/2020,109279966.09375,13646.375,6525,350,0.0
1630,1/15/2020,109293533.90625,13567.8125,6486,349,0.0
1631,1/16/2020,109307148.46875,13614.5625,6533,317,0.0
1632,1/17/2020,109320910.96875,13762.5,6549,388,0.0
1633,1/18/2020,109334507.15625,13596.1875,6516,331,0.0
1634,1/19/2020,109348255.65625,13748.5,6570,356,0.0
1635,1/20/2020,109361840.34375,13584.6875,6518,319,0.0
1636,1/21/2020,109375552.84375,13712.5,6572,328,0.0
1637,1/22/2020,109389065.78125,13512.9375,6472,331,0.0
1638,1/23/2020,109402832.15625,13766.375,6575,358,0.0
1639,1/24/2020,109416409.34375,13577.1875,6514,319,0.0
1640,1/25/2020,109430004.09375,13594.75,6491,356,0.0
1641,1/26/2020,109443571.90625,13567.8125,6495,337,0.0
1642,1/27/2020,109457250.03125,13678.125,6552,334,0.0
1643,1/28/2020,109470815.40625,13565.375,6511,314,0.0
1644,1/29/2020,109484503.46875,13688.0625,6551,341,0.0
1645,1/30/2020,109498010.15625,13506.6875,6452,351,0.0
1646,1/31/2020,109511661.09375,13650.9375,6489,395,0.0
1647,2/1/2020,109525186.65625,13525.5625,6488,321,0.0
1648,2/2/2020,109538830.46875,13643.8125,6537,333,0.0
1649,2/3/2020,109552494.59375,13664.125,6524,358,0.0
1650,2/4/2020,109566282.21875,13787.625,6566,386,0.0
1651,2/5/2020,109579851.96875,13569.75,6456,388,0.0
1652,2/6/2020,109593538.46875,13686.5,6516,384,0.0
1653,2/7/2020,109607227.84375,13689.375,6509,394,0.0
1654,2/8/2020,109620817.15625,13589.3125,6467,381,0.0
1655,2/9/2020,109634383.90625,13566.75,6491,340,0.0
1656,2/10/2020,109648114.90625,13731.0,6592,316,0.0
1657,2/11/2020,109661783.59375,13668.6875,6534,355,0.0
1658,2/12/2020,109675402.53125,13618.9375,6463,403,0.0
1659,2/13/2020,109689032.03125,13629.5,6481,392,0.0
1660,2/14/2020,109702745.96875,13713.9375,6493,423,0.0
1661,2/15/2020,109716356.03125,13610.0625,6472,389,0.0
1662,2/16/2020,109730082.28125,13726.25,6552,364,0.0
1663,2/17/2020,109743663.71875,13581.4375,6447,403,0.0
1664,2/18/2020,109757283.09375,13619.375,6480,386,0.0
1665,2/19/2020,109771083.15625,13800.0625,6557,401,0.0
1666,2/20/2020,109784662.59375,13579.4375,6480,363,0.0
1667,2/21/2020,109798226.96875,13564.375,6475,358,0.0
1668,2/22/2020,109811899.46875,13672.5,6528,360,0.0
1669,2/23/2020,109825541.46875,13642.0,6532,340,0.0
1670,2/24/2020,109839074.59375,13533.125,6481,334,0.0
1671,2/25/2020,109852601.84375,13527.25,6456,364,0.0
1672,2/26/2020,109866296.59375,13694.75,6528,372,0.0
1673,2/27/2020,109879922.15625,13625.5625,6513,353,0.0
1674,2/28/2020,109893556.78125,13634.625,6501,374,0.0
1675,2/29/2020,109907159.53125,13602.75,6519,332,0.0
1676,3/1/2020,109920719.59375,13560.0625,6495,337,0.0
1677,3/2/2020,109934374.21875,13654.625,6533,350,0.0
1678,3/3/2020,109948060.84375,13686.625,6501,398,0.0
1679,3/4/2020,109961783.90625,13723.0625,6536,381,0.0
1680,3/5/2020,109975209.84375,13425.9375,6409,355,0.0
1681,3/6/2020,109988957.71875,13747.875,6568,358,0.0
1682,3/7/2020,110002635.71875,13678.0,6540,352,0.0
1683,3/8/2020,110016359.78125,13724.0625,6552,365,0.0
1684,3/9/2020,110029876.28125,13516.5,6431,388,0.0
1685,3/10/2020,110043534.21875,13657.9375,6498,387,0.0
1686,3/11/2020,110057214.96875,13680.75,6529,368,0.0
1687,3/12/2020,110070846.15625,13631.1875,6448,431,0.0
1688,3/13/2020,110084266.78125,13420.625,6382,390,0.0
1689,3/14/2020,110097876.59375,13609.8125,6490,369,0.0
1690,3/15/2020,110111540.96875,13664.375,6513,374,0.0
1691,3/16/2020,110125145.34375,13604.375,6488,370,0.0
1692,3/17/2020,110138806.78125,13661.4375,6509,375,0.0
1693,3/18/2020,110152514.40625,13707.625,6531,378,0.0
1694,3/19/2020,110166198.09375,13683.6875,6482,415,0.0
1695,3/20/2020,110179807.71875,13609.625,6436,430,0.0
1696,3/21/2020,110193594.84375,13787.125,6444,542,0.0
1697,3/22/2020,110207103.65625,13508.8125,6300,549,0.0
1698,3/23/2020,110220933.65625,13830.0,6448,560,0.0
1699,3/24/2020,110234522.46875,13588.8125,6348,541,0.0
1700,3/25/2020,110248182.59375,13660.125,6374,550,0.0
1701,3/26/2020,110261798.65625,13616.0625,6478,385,0.0
1702,3/27/2020,110275538.28125,13739.625,6554,370,0.0
1703,3/28/2020,110289124.65625,13586.375,6488,358,0.0
1704,3/29/2020,110302888.15625,13763.5,6573,360,0.0
1705,3/30/2020,110316447.40625,13559.25,6460,376,0.0
1706,3/31/2020,110330033.78125,13586.375,6472,378,0.0
1707,4/1/2020,110343777.59375,13743.8125,6553,373,0.0
1708,4/2/2020,110357381.40625,13603.8125,6484,369,0.0
1709,4/3/2020,110371025.46875,13644.0625,6527,341,0.0
1710,4/4/2020,110384588.96875,13563.5,6491,340,0.0
1711,4/5/2020,110398179.71875,13590.75,6507,336,0.0
1712,4/6/2020,110411703.34375,13523.625,6433,382,0.0
1713,4/7/2020,110425481.21875,13777.875,6554,394,0.0
1714,4/8/2020,110439103.34375,13622.125,6502,358,0.0
1715,4/9/2020,110452724.28125,13620.9375,6479,387,0.0
1716,4/10/2020,110466428.71875,13704.4375,6515,395,0.0
1717,4/11/2020,110479914.71875,13486.0,6412,384,0.0
1718,4/12/2020,110493655.53125,13740.8125,6581,341,0.0
1719,4/13/2020,110507346.96875,13691.4375,6510,395,0.0
1720,4/14/2020,110520950.46875,13603.5,6482,376,0.0
1721,4/15/2020,110534623.65625,13673.1875,6491,403,0.0
1722,4/16/2020,110548259.03125,13635.375,6469,410,0.0
1723,4/17/2020,110561811.59375,13552.5625,6445,389,0.0
1724,4/18/2020,110575363.71875,13552.125,6444,386,0.0
1725,4/19/2020,110589018.21875,13654.5,6487,396,0.0
1726,4/20/2020,110602693.65625,13675.4375,6496,399,0.0
1727,4/21/2020,110616272.96875,13579.3125,6437,409,0.0
1728,4/22/2020,110629996.53125,13723.5625,6481,449,0.0
1729,4/23/2020,110643640.90625,13644.375,6454,430,0.0
1730,4/24/2020,110657265.09375,13624.1875,6476,395,0.0
1731,4/25/2020,110670862.96875,13597.875,6418,442,0.0
1732,4/26/2020,110684471.59375,13608.625,6458,410,0.0
1733,4/27/2020,110698100.46875,13628.875,6453,426,0.0
1734,4/28/2020,110711676.15625,13575.6875,6420,435,0.0
1735,4/29/2020,110725423.71875,13747.5625,6526,409,0.0
1736,4/30/2020,110739062.15625,13638.4375,6377,531,0.0
1737,5/1/2020,110752856.90625,13794.75,6475,496,0.0
1738,5/2/2020,110766499.53125,13642.625,6471,406,0.0
1739,5/3/2020,110780065.71875,13566.1875,6421,427,0.0
1740,5/4/2020,110793795.28125,13729.5625,6541,385,0.0
1741,5/5/2020,110807414.65625,13619.375,6506,354,0.0
1742,5/6/2020,110820867.15625,13452.5,6386,400,0.0
1743,5/7/2020,110834503.46875,13636.3125,6455,433,0.0
1744,5/8/2020,110848254.46875,13751.0,6486,460,0.0
1745,5/9/2020,110861779.53125,13525.0625,6398,429,0.0
1746,5/10/2020,110875505.03125,13725.5,6493,440,0.0
1747,5/11/2020,110889125.90625,13620.875,6435,442,0.0
1748,5/12/2020,110902703.28125,13577.375,6398,462,0.0
1749,5/13/2020,110916384.21875,13680.9375,6484,423,0.0
1750,5/14/2020,110930077.40625,13693.1875,6455,463,0.0
1751,5/15/2020,110943665.90625,13588.5,6423,440,0.0
1752,5/16/2020,110957202.59375,13536.6875,6402,431,0.0
1753,5/17/2020,110970888.34375,13685.75,6471,448,0.0
1754,5/18/2020,110984425.90625,13537.5625,6406,433,0.0
1755,5/19/2020,110997945.21875,13519.3125,6386,441,0.0
1756,5/20/2020,111011573.03125,13627.8125,6455,429,0.0
1757,5/21/2020,111025208.15625,13635.125,6455,434,0.0
1758,5/22/2020,111038696.59375,13488.4375,6353,467,0.0
1759,5/23/2020,111052509.09375,13812.5,6513,472,0.0
1760,5/24/2020,111066067.71875,13558.625,6411,442,0.0
1761,5/25/2020,111079537.53125,13469.8125,6363,445,0.0
1762,5/26/2020,111093214.78125,13677.25,6478,432,0.0
1763,5/27/2020,111106821.21875,13606.4375,6444,439,0.0
1764,5/28/2020,111120342.03125,13520.8125,6413,417,0.0
1765,5/29/2020,111133945.09375,13603.0625,6434,441,0.0
1766,5/30/2020,111147578.21875,13633.125,6440,450,0.0
1767,5/31/2020,111161261.59375,13683.375,6475,442,0.0
1768,6/1/2020,111174837.03125,13575.4375,6401,463,0.0
1769,6/2/2020,111188537.84375,13700.8125,6458,469,0.0
1770,6/3/2020,111202070.15625,13532.3125,6401,437,0.0
1771,6/4/2020,111215610.53125,13540.375,6427,410,0.0
1772,6/5/2020,111229345.84375,13735.3125,6484,457,0.0
1773,6/6/2020,111242938.78125,13592.9375,6435,431,0.0
1774,6/7/2020,111256580.53125,13641.75,6466,420,0.0
1775,6/8/2020,111270140.78125,13560.25,6411,440,0.0
1776,6/9/2020,111283852.84375,13712.0625,6480,449,0.0
1777,6/10/2020,111297307.46875,13454.625,6372,422,0.0
1778,6/11/2020,111310909.53125,13602.0625,6458,413,0.0
1779,6/12/2020,111324605.03125,13695.5,6506,416,0.0
1780,6/13/2020,111338248.65625,13643.625,6488,402,0.0
1781,6/14/2020,111351918.21875,13669.5625,6526,369,0.0
1782,6/15/2020,111365544.28125,13626.0625,6462,417,0.0
1783,6/16/2020,111379079.65625,13535.375,6435,402,0.0
1784,6/17/2020,111392575.65625,13496.0,6416,400,0.0
1785,6/18/2020,111406196.65625,13621.0,6450,436,0.0
